especies,registros BHRD,Hábito,ID,SpecieName,Family,Genus,Specific.Epiteth,Seed.type,Sind,fdiam,flen,seeddiam,seedlen,wooden,Tre.size.max,scientificName,id_bhrd,id_flora,scientific.name,accepted.name,family,taxon.rank,taxon.status,search.str,threat.status,notes,original.search,life.form,habitat,vernacular.name,occurrence,establishment,arvore_life.form,Arbusto_life.form,LVT_life.form,Subarbusto_life.form,suculenta_life.form,Terricola_habitat,Rupicola_habitat,Hemiepifita_habitat
Pterocarpus rohrii,17,Árvore,1592,Pterocarpus rohrii,Fabaceae,Pterocarpus,rohrii,orthodox,abiotic,"60,1","61,61","4,55","13,4","0,46",25,Pterocarpus rohrii,sp_0449,23136,Pterocarpus rohrii Vahl,NA,Fabaceae,species,accepted,Pterocarpus rohrii,NA,,Pterocarpus rohrii,arvore,Terricola,pau sangue/PORTUGUES/Acre,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,1,0,0,0,0,0,0,0
Myrciaria glanduliflora,17,Árvore,1290,Myrciaria glanduliflora,Myrtaceae,Myrciaria,glanduliflora,recalcitrant,zoochoric,6,"5,5",NA,NA,NA,NA,Myrciaria glanduliflora,sp_0440,10793,Myrciaria glanduliflora (Kiaersk.) Mattos & D.Legrand,NA,Myrtaceae,species,accepted,Myrciaria glanduliflora,NA,,Myrciaria glanduliflora,arvore,Terricola,NA,BR-BA|BR-DF|BR-MG,native,1,0,0,0,0,0,0,0
Tachigali rugosa,17,Árvore,1839,Tachigali rugosa,Fabaceae,Tachigali,rugosa,orthodox,abiotic,NA,NA,"10,4",15,"0,69",15,Tachigali rugosa,sp_0456,100912,Tachigali rugosa (Mart. ex Benth.) Zarucchi & Pipoly,NA,Fabaceae,species,accepted,Tachigali rugosa,NT,,Tachigali rugosa,arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-RJ|BR-SP,native,1,0,0,0,0,0,0,0
Clarisia ilicifolia,17,Arbusto|Árvore,340,Clarisia ilicifolia,Moraceae,Clarisia,ilicifolia,recalcitrant,zoochoric,"12,4","11,6","9,58","12,4",NA,20,Clarisia ilicifolia,sp_0415,10113,Clarisia ilicifolia (Spreng.) Lanj. & Rossberg,NA,Moraceae,species,accepted,Clarisia ilicifolia,NA,,Clarisia ilicifolia,Arbusto|arvore,Terricola,folha-de-serra/PORTUGUES/sudeste | janita/PORTUGUES/Amazi´nas,BR-AC|BR-AM|BR-BA|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-RJ|BR-RO|BR-RR|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Vitex sellowiana,17,Arbusto|Árvore,1959,Vitex sellowiana,Lamiaceae,Vitex,sellowiana,orthodox,zoochoric,17,19,10,13,"0,71",9,Vitex sellowiana,sp_0458,8374,Vitex sellowiana Cham.,NA,Lamiaceae,species,accepted,Vitex sellowiana,NA,,Vitex sellowiana,Arbusto|arvore,Terricola,NA,BR-AM|BR-GO|BR-MG|BR-PR|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Celtis iguanaea,16,Arbusto|Árvore,286,Celtis iguanaea,Cannabaceae,Celtis,iguanaea,orthodox,zoochoric,7,8,"6,5",7,"0,66",9,Celtis iguanaea,sp_0471,106890,Celtis iguanaea (Jacq.) Sarg.,NA,Cannabaceae,species,accepted,Celtis iguanaea,NA,,Celtis iguanaea,Arbusto|arvore,Terricola,cipio farinha seca/PORTUGUES/Acre | cipio laranjinha/PORTUGUES/Acre | Grao de galo/PORTUGUES/Brasil | Gumbixava/PORTUGUES/sudeste,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,"0,5","0,5",0,0,0,0,0,0
Copaifera langsdorfii,16,Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Copaifera langsdorfii,sp_0477,22896,Copaifera langsdorffii Desf.,NA,Fabaceae,species,accepted,Copaifera langsdorffii,NA,was misspelled,Copaifera langsdorfii,arvore,Terricola,Copai­ba/PORTUGUES/NA | Pau-d'ioleo/PORTUGUES/NA,BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-SP|BR-TO,native,1,0,0,0,0,0,0,0
Ficus adhatodifolia,16,Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ficus adhatodifolia,sp_0487,10152,Ficus adhatodifolia Schott in Spreng.,NA,Moraceae,species,accepted,Ficus adhatodifolia,NA,,Ficus adhatodifolia,arvore,Terricola,NA,BR-BA|BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Solanum sooretamum,16,Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Solanum sooretamum,sp_0515,14862,Solanum sooretamum Carvalho,NA,Solanaceae,species,accepted,Solanum sooretamum,LC,,Solanum sooretamum,arvore,Terricola,NA,BR-BA|BR-ES|BR-MG,native,1,0,0,0,0,0,0,0
Pleroma fissinervia,16,Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pleroma fissinervia,sp_0507,603029,Pleroma fissinervia Schrank et Mart. ex DC.,NA,Melastomataceae,species,accepted,Pleroma fissinervia,NA,,Pleroma fissinervia,arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-RJ,native,1,0,0,0,0,0,0,0
Calyptranthes grammica,16,Arbusto|Árvore,220,Calyptranthes grammica,Myrtaceae,Calyptranthes,grammica,recalcitrant,zoochoric,"5,2","4,6",NA,NA,NA,6,Calyptranthes grammica,sp_0468,10284,Calyptranthes grammica (Spreng.) D.Legrand,NA,Myrtaceae,species,accepted,Calyptranthes grammica,NA,,Calyptranthes grammica,Arbusto|arvore,Terricola,NA,BR-MG|BR-RJ|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Solanum pseudoquina,16,Árvore,1735,Solanum pseudoquina,Solanaceae,Solanum,pseudoquina,orthodox,zoochoric,"15,8","15,9","3,3","4,2","0,53",7,Solanum pseudoquina,sp_0514,14836,Solanum pseudoquina A.St.-Hil.,NA,Solanaceae,species,accepted,Solanum pseudoquina,LC,,Solanum pseudoquina,arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Jacaranda puberula,16,Árvore,907,Jacaranda puberula,Bignoniaceae,Jacaranda,puberula,orthodox,abiotic,34,"64,34",8,7,"0,58",7,Jacaranda puberula,sp_0493,114174,Jacaranda puberula Cham.,NA,Bignoniaceae,species,accepted,Jacaranda puberula,LC,,Jacaranda puberula,arvore,Terricola,caroba/PORTUGUES/NA | carobinha/PORTUGUES/NA,BR-ES|BR-MG|BR-RJ|BR-SP,native,1,0,0,0,0,0,0,0
Wunderlichia azulensis,16,Arbusto|Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wunderlichia azulensis,sp_0520,5542,Wunderlichia azulensis Maguire & G.M.Barroso,NA,Asteraceae,species,accepted,Wunderlichia azulensis,EN,,Wunderlichia azulensis,Arbusto|arvore,Rupicola,NA,BR-BA|BR-ES|BR-MG|BR-RJ,native,"0,5","0,5",0,0,0,0,0,0
Coutarea hexandra,16,Arbusto|Árvore,427,Coutarea hexandra,Rubiaceae,Coutarea,hexandra,orthodox,abiotic,"20,48","34,98",5,"6,8","0,6",5,Coutarea hexandra,sp_0479,13915,Coutarea hexandra (Jacq.) K.Schum.,NA,Rubiaceae,species,accepted,Coutarea hexandra,NA,,Coutarea hexandra,Arbusto|arvore,Terricola,capani§a vermelha/PORTUGUES/Acre | capirona/PORTUGUES/Acre,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,"0,5","0,5",0,0,0,0,0,0
Eugenia nutans,16,Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eugenia nutans,sp_0486,10478,Eugenia nutans O.Berg,NA,Myrtaceae,species,accepted,Eugenia nutans,LC,,Eugenia nutans,arvore,Terricola,NA,BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Sloanea guianensis,16,Árvore,1715,Sloanea guianensis,Elaeocarpaceae,Sloanea,guianensis,recalcitrant,zoochoric,7,12,6,NA,"0,82",25,Sloanea guianensis,sp_0513,7447,Sloanea guianensis (Aubl.) Benth.,NA,Elaeocarpaceae,species,accepted,Sloanea guianensis,NA,,Sloanea guianensis,arvore,Terricola,urucurana/PORTUGUES/Acre,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,1,0,0,0,0,0,0,0
Calophyllum brasiliense,16,Árvore,216,Calophyllum brasiliense,Calophyllaceae,Calophyllum,brasiliense,recalcitrant,zoochoric,"23,6","24,7","20,6",20,"0,640466667",20,Calophyllum brasiliense,sp_0467,6827,Calophyllum brasiliense Cambess.,NA,Calophyllaceae,species,accepted,Calophyllum brasiliense,NA,,Calophyllum brasiliense,arvore,Terricola,Guanandi/PORTUGUES/sudeste | jacareiºba/PORTUGUES/Acre | Jacareiºba/PORTUGUES/Amazi´nia | Landim/PORTUGUES/Amazi´nia,BR-AC|BR-AM|BR-BA|BR-ES|BR-GO|BR-MG|BR-MT|BR-PA|BR-PR|BR-RJ|BR-RR|BR-SC|BR-SP|BR-TO,native,1,0,0,0,0,0,0,0
Parapiptadenia pterosperma,16,Árvore,1423,Parapiptadenia pterosperma,Fabaceae,Parapiptadenia,pterosperma,orthodox,abiotic,"41,6","170,5","14,09","25,49","0,89",22,Parapiptadenia pterosperma,sp_0503,18919,Parapiptadenia pterosperma (Benth.) Brenan,NA,Fabaceae,species,accepted,Parapiptadenia pterosperma,NA,,Parapiptadenia pterosperma,arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-RJ,native,1,0,0,0,0,0,0,0
Aloysia virgata,16,Árvore|Arbusto,53,Aloysia virgata,Verbenaceae,Aloysia,virgata,orthodox,abiotic,10,20,10,20,"0,54",6,Aloysia virgata var. virgata,sp_5907,602571,Aloysia virgata (Ruiz & Pav.) Juss. var. virgata,NA,Verbenaceae,variety,accepted,Aloysia virgata var. virgata,NA,,Aloysia virgata var. virgata,Arbusto,Terricola,NA,BR-BA|BR-MG|BR-MS|BR-RS|BR-SC|BR-SP,native,0,1,0,0,0,0,0,0
Jacaranda macrantha,16,Árvore,903,Jacaranda macrantha,Bignoniaceae,Jacaranda,macrantha,orthodox,abiotic,50,NA,10,10,NA,12,Jacaranda macrantha,sp_0492,114150,Jacaranda macrantha Cham.,NA,Bignoniaceae,species,accepted,Jacaranda macrantha,LC,,Jacaranda macrantha,arvore,Terricola,carabobinho/PORTUGUES/NA | caroba/PORTUGUES/NA,BR-ES|BR-MG|BR-RJ|BR-SP,native,1,0,0,0,0,0,0,0
Cedrela fissilis,16,Árvore,281,Cedrela fissilis,Meliaceae,Cedrela,fissilis,orthodox,abiotic,38,78,"12,5","36,2","0,500775",35,Cedrela fissilis,sp_0470,9990,Cedrela fissilis Vell.,NA,Meliaceae,species,accepted,Cedrela fissilis,VU,,Cedrela fissilis,arvore,Terricola,NA,BR-AC|BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,1,0,0,0,0,0,0,0
Genipa americana,15,Arbusto|Árvore,732,Genipa americana,Rubiaceae,Genipa,americana,intermediate,zoochoric,68,65,"5,2","7,8","0,67",14,Genipa americana,sp_0548,14045,Genipa americana L.,NA,Rubiaceae,species,accepted,Genipa americana,LC,,Genipa americana,Arbusto|arvore,Terricola,genipapo/PORTUGUES/Acre,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-SC|BR-SE|BR-SP|BR-TO,native,"0,5","0,5",0,0,0,0,0,0
Ficus eximia,15,Árvore,707,Ficus eximia,Moraceae,Ficus,eximia,orthodox,zoochoric,10,14,"1,2","1,6","0,45",5,Ficus eximia,sp_0545,10161,Ficus eximia Schott,NA,Moraceae,species,accepted,Ficus eximia,LC,,Ficus eximia,arvore,Terricola,NA,BR-AC|BR-AM|BR-BA|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PR|BR-RJ|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Eugenia pisiformis,15,Arbusto|Árvore,649,Eugenia pisiformis,Myrtaceae,Eugenia,pisiformis,recalcitrant,zoochoric,11,"11,51","9,2","6,6",NA,10,Eugenia pisiformis,sp_0543,10498,Eugenia pisiformis Cambess.,NA,Myrtaceae,species,accepted,Eugenia pisiformis,LC,,Eugenia pisiformis,Arbusto|arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-RJ|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Cariniana legalis,15,Árvore,249,Cariniana legalis,Lecythidaceae,Cariniana,legalis,orthodox,abiotic,"22,98","64,96","8,2",26,"0,515",50,Cariniana legalis,sp_0531,8543,Cariniana legalis (Mart.) Kuntze,NA,Lecythidaceae,species,accepted,Cariniana legalis,EN,,Cariniana legalis,arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-SP,native,1,0,0,0,0,0,0,0
Dalbergia foliolosa,15,Árvore,471,Dalbergia foliolosa,Fabaceae,Dalbergia,foliolosa,orthodox,abiotic,NA,NA,NA,NA,NA,30,Dalbergia foliolosa,sp_0538,29597,Dalbergia foliolosa Benth.,NA,Fabaceae,species,accepted,Dalbergia foliolosa,NA,,Dalbergia foliolosa,arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Platycyamus regnellii,15,Árvore,1488,Platycyamus regnellii,Fabaceae,Platycyamus,regnellii,orthodox,abiotic,NA,NA,NA,NA,"0,81",7,Platycyamus regnellii,sp_0566,29815,Platycyamus regnellii Benth.,NA,Fabaceae,species,accepted,Platycyamus regnellii,NA,,Platycyamus regnellii,arvore,Terricola,NA,BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PR|BR-RJ|BR-SP,native,1,0,0,0,0,0,0,0
Vismia magnoliifolia,15,Arbusto|Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vismia magnoliifolia,sp_0579,8014,Vismia magnoliifolia Cham. & Schltdl.,NA,Hypericaceae,species,accepted,Vismia magnoliifolia,NA,,Vismia magnoliifolia,Arbusto|arvore,Terricola,NA,BR-MG|BR-RJ,native,"0,5","0,5",0,0,0,0,0,0
Esenbeckia grandiflora,15,Arbusto|Árvore,584,Esenbeckia grandiflora,Rutaceae,Esenbeckia,grandiflora,orthodox,abiotic,"27,98","23,02","14,81","6,5","1,08",7,Esenbeckia grandiflora,sp_0542,589,Esenbeckia grandiflora Mart.,NA,Rutaceae,species,accepted,Esenbeckia grandiflora,NA,,Esenbeckia grandiflora,Arbusto|arvore,Terricola,chupa-ferro/PORTUGUES/Sudeste e Sul | guaxipita/PORTUGUES/Sudeste e Sul | guaxupita/PORTUGUES/Sudeste e Sul | mamonarana/PORTUGUES/Norte | pitaguari¡-amarelo/PORTUGUES/Sudeste e Sul,BR-AC|BR-AL|BR-BA|BR-CE|BR-ES|BR-GO|BR-MG|BR-MS|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Protium brasiliense,15,Árvore|Arbusto,1546,Protium brasiliense,Burseraceae,Protium,brasiliense,recalcitrant,zoochoric,6,"8,6",NA,NA,"0,7105",15,Protium brasiliense,sp_0568,6591,Protium brasiliense (Spreng.) Engl.,NA,Burseraceae,species,accepted,Protium brasiliense,NA,,Protium brasiliense,Arbusto|arvore,Terricola,NA,BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MT|BR-RJ|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Ramisia brasiliensis,15,Árvore,1611,Ramisia brasiliensis,Nyctaginaceae,Ramisia,brasiliensis,NA,abiotic,60,50,"4,8",4,"0,62",18,Ramisia brasiliensis,sp_0569,10935,Ramisia brasiliensis Oliv.,NA,Nyctaginaceae,species,accepted,Ramisia brasiliensis,NA,,Ramisia brasiliensis,arvore,Terricola,"ticica, paudalho macho,ganha saia,siriba de flores grandes/PORTUGUES/sudeste",BR-BA|BR-ES|BR-MG|BR-RJ,native,1,0,0,0,0,0,0,0
Campomanesia guaviroba,15,Árvore,234,Campomanesia guaviroba,Myrtaceae,Campomanesia,guaviroba,recalcitrant,zoochoric,27,27,"8,6","8,5","0,76",12,Campomanesia guaviroba,sp_0529,10315,Campomanesia guaviroba (DC.) Kiaersk.,NA,Myrtaceae,species,accepted,Campomanesia guaviroba,NA,,Campomanesia guaviroba,arvore,Terricola,NA,BR-AM|BR-BA|BR-DF|BR-ES|BR-MG|BR-PR|BR-RS|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Ocotea nutans,15,Árvore,1373,Ocotea nutans,Lauraceae,Ocotea,nutans,recalcitrant,zoochoric,6,6,5,5,NA,3,Ocotea nutans,sp_0560,8475,Ocotea nutans (Nees) Mez,NA,Lauraceae,species,accepted,Ocotea nutans,NA,,Ocotea nutans,arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-PR|BR-SP,native,1,0,0,0,0,0,0,0
Cupania emarginata,15,Arbusto|Árvore,446,Cupania emarginata,Sapindaceae,Cupania,emarginata,recalcitrant,zoochoric,"6,2","7,3","6,61","9,5",NA,15,Cupania emarginata,sp_0537,20891,Cupania emarginata Cambess.,NA,Sapindaceae,species,accepted,Cupania emarginata,NA,,Cupania emarginata,Arbusto|arvore,Terricola,camboati¡/PORTUGUES/Sudeste,BR-BA|BR-CE|BR-ES|BR-MG|BR-RJ|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Inga sessilis,15,Árvore,886,Inga sessilis,Fabaceae,Inga,sessilis,recalcitrant,zoochoric,45,150,8,15,"0,43",20,Inga sessilis,sp_0552,83263,Inga sessilis (Vell.) Mart.,NA,Fabaceae,species,accepted,Inga sessilis,NA,,Inga sessilis,arvore,Terricola,ingi¡ ferradura/PORTUGUES/Sudeste | ingi¡ macaco/PORTUGUES/Sudeste,BR-BA|BR-ES|BR-MG|BR-PA|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Tibouchina canescens,15,Árvore,1868,Tibouchina canescens,Melastomataceae,Tibouchina,canescens,orthodox,abiotic,NA,NA,NA,NA,NA,5,Tibouchina canescens,sp_0577,9889,Tibouchina canescens (D.Don) Cogn.,NA,Melastomataceae,species,accepted,Tibouchina canescens,NA,,Tibouchina canescens,arvore,Terricola,NA,BR-MG|BR-RJ|BR-SP,native,1,0,0,0,0,0,0,0
Mollinedia schottiana,15,Arbusto|Árvore,1198,Mollinedia schottiana,Monimiaceae,Mollinedia,schottiana,recalcitrant,zoochoric,"6,4","12,3","5,9",NA,NA,10,Mollinedia schottiana,sp_0557,10101,Mollinedia schottiana (Spreng.) Perkins,NA,Monimiaceae,species,accepted,Mollinedia schottiana,NA,,Mollinedia schottiana,Arbusto|arvore,Terricola,Espinheira-santa/PORTUGUES/Sul e Sudeste,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Cecropia hololeuca,15,Árvore,279,Cecropia hololeuca,Urticaceae,Cecropia,hololeuca,orthodox,zoochoric,"20,58",230,"0,98","2,9","0,43",12,Cecropia hololeuca,sp_0532,15040,Cecropia hololeuca Miq.,NA,Urticaceae,species,accepted,Cecropia hololeuca,NA,,Cecropia hololeuca,arvore,Terricola,embaiºba branca/PORTUGUES/Sao Paulo | embaubaubai§iº/PORTUGUES/Rio de Janeiro,BR-BA|BR-ES|BR-MG|BR-RJ|BR-SP,native,1,0,0,0,0,0,0,0
Vochysia dasyantha,15,Árvore,1962,Vochysia dasyantha,Vochysiaceae,Vochysia,dasyantha,orthodox,abiotic,NA,NA,NA,NA,NA,22,Vochysia dasyantha,sp_0580,15301,Vochysia dasyantha Warm.,NA,Vochysiaceae,species,accepted,Vochysia dasyantha,NA,,Vochysia dasyantha,arvore,Terricola,murici-branco/PORTUGUES/NA | murici-rosa/PORTUGUES/NA,BR-ES|BR-MG|BR-RJ,native,1,0,0,0,0,0,0,0
Galipea jasminiflora,15,Árvore,723,Galipea jasminiflora,Rutaceae,Galipea,jasminiflora,orthodox,abiotic,NA,NA,3,5,NA,6,Galipea jasminiflora,sp_0547,746,Galipea jasminiflora (A.St.-Hil.) Engl.,NA,Rutaceae,species,accepted,Galipea jasminiflora,NA,,Galipea jasminiflora,arvore,Terricola,carrapateiro/PORTUGUES/Sao Paulo | chupa-ferro/PORTUGUES/Sudeste | guamixinga/PORTUGUES/Sudeste | jasmim-do-mato/PORTUGUES/Sudeste | mamoninha/PORTUGUES/Minas Gerais | quina-de-triªs-folhas/PORTUGUES/Sudeste | quina-falsa/PORTUGUES/Sudeste | quina-quina/PORTUGUES/Sudetes | ticorio/PORTUGUES/Sudeste | triªs folhas/PORTUGUES/Sudeste | triªs-folhas-do-mato/PORTUGUES/Sao Paulo,BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-RJ|BR-SP,native,1,0,0,0,0,0,0,0
Macrotorus utriculatus,15,Arbusto|Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrotorus utriculatus,sp_0555,10069,Macrotorus utriculatus (Mart.) Perkins,NA,Monimiaceae,species,accepted,Macrotorus utriculatus,LC,,Macrotorus utriculatus,Arbusto|arvore,Terricola,NA,BR-ES|BR-RJ|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Allophylus racemosus,15,Arbusto|Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allophylus racemosus,sp_0522,111553,Allophylus racemosus Sw.,NA,Sapindaceae,species,accepted,Allophylus racemosus,NA,,Allophylus racemosus,Arbusto|arvore,Terricola,casca-solta-mirim/PORTUGUES/Norte | farinha-seca/PORTUGUES/Nordeste | guariba/PORTUGUES/Nordeste | mama-de-cachorro/PORTUGUES/Centro-oeste e Sudeste | veadinho/PORTUGUES/Centro-oestes e Sudeste,BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-PA|BR-PB|BR-PE|BR-PI|BR-RJ|BR-RR|BR-SP|BR-TO,native,"0,5","0,5",0,0,0,0,0,0
Vochysia emarginata,15,Árvore,1963,Vochysia emarginata,Vochysiaceae,Vochysia,emarginata,orthodox,abiotic,NA,NA,NA,NA,NA,7,Vochysia emarginata,sp_0581,15303,Vochysia emarginata (Vahl) Poir.,NA,Vochysiaceae,species,accepted,Vochysia emarginata,NA,,Vochysia emarginata,arvore,Terricola,NA,BR-GO|BR-MG,native,1,0,0,0,0,0,0,0
Licania kunthiana,15,Árvore,971,Licania kunthiana,Chrysobalanaceae,Licania,kunthiana,recalcitrant,zoochoric,"21,42","31,6",10,12,"0,935",25,Licania kunthiana,sp_0554,16832,Licania kunthiana Hook.f.,NA,Chrysobalanaceae,species,accepted,Licania kunthiana,NA,,Licania kunthiana,arvore,Terricola,NA,BR-AC|BR-AM|BR-AP|BR-BA|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-RJ|BR-RO|BR-RR|BR-SE|BR-SP|BR-TO,native,1,0,0,0,0,0,0,0
Allophylus edulis,14,Arbusto|Árvore,46,Allophylus edulis,Sapindaceae,Allophylus,edulis,orthodox,zoochoric,"7,86","8,73","5,74","7,69","0,65",20,Allophylus edulis,sp_0586,20873,Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.,NA,Sapindaceae,species,accepted,Allophylus edulis,NA,,Allophylus edulis,Arbusto|arvore,Terricola,fruta de paraio/PORTUGUES/Sudeste | vacum/PORTUGUES/Sul | baga-de-morcego/PORTUGUES/Sul e Sudeste | triªs-folhas-do-mato/PORTUGUES/Sul e Sudeste | murta-vermelha/PORTUGUES/Nordeste | murici-brava/PORTUGUES/Nordeste | chal-chal/PORTUGUES/Sul | perta-cu/PORTUGUES/Nordeste | fruto-do-rei/PORTUGUES/Sul e Sudeste | vacunzinho/PORTUGUES/Sul e Sudeste | fruto-de-pombo/PORTUGUES/Sul e Sudeste | canhou/PORTUGUES/Sul,BR-AL|BR-BA|BR-CE|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,"0,5","0,5",0,0,0,0,0,0
Himatanthus bracteatus,14,Árvore,806,Himatanthus bracteatus,Apocynaceae,Himatanthus,bracteatus,orthodox,abiotic,"25,92","26,5","9,86","18,5","0,53",NA,Himatanthus bracteatus,sp_0619,4620,Himatanthus bracteatus (A. DC.) Woodson,NA,Apocynaceae,species,accepted,Himatanthus bracteatus,NA,,Himatanthus bracteatus,arvore,Terricola,Banana de papagaio/PORTUGUES/Sudeste,BR-AL|BR-BA|BR-ES|BR-MG|BR-PB|BR-PE|BR-RJ|BR-RN|BR-SE,native,1,0,0,0,0,0,0,0
Moquiniastrum polymorphum,14,Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moquiniastrum polymorphum,sp_0634,130869,Moquiniastrum polymorphum (Less.) G. Sancho,NA,Asteraceae,species,accepted,Moquiniastrum polymorphum,NA,,Moquiniastrum polymorphum,arvore,Terricola,NA,BR-BA|BR-ES|BR-GO|BR-MG|BR-MS|BR-RJ|BR-SP,native,1,0,0,0,0,0,0,0
